"","form","lemma"
"52619","<U+0195>as","<U+0195>as"
"52620","mik","ik"
"52621","lauseiş","lausjan"
"52622","lauseiş","lausjan"
"52623","lauseiş","lausjan"
"52624","us","us"
"52625","şamma","sa"
"52626","şamma","sa"
"52627","leika","leik"
"52628","leika","leikan"
"52629","leika","leik"
"52630","leika","leik"
"52631","dauşaus","dauşus"
"52632","şis","sa"
"52633","şis","sa"
"52634","awiliudo","awiliudon"
"52635","awiliudo","awiliudon"
"52636","awiliudo","awiliudon"
"52637","guda","guş"
"52638","guda","guş"
"52639","guda","guş"
"52640","şairh","şairh"
"52641","Iesu","Iesus"
"52642","Iesu","Iesus"
"52643","Iesu","Iesus"
"52644","Xristu","Xristus"
"52645","fraujan","frauja"
"52646","unsarana","unsar"
"52647","jau","jau"
"52648","nu","nu"
"52649","nu","nu"
"52650","silba","silba"
"52651","ik","ik"
"52652","skalkino","skalkinon"
"52653","skalkino","skalkinon"
"52654","skalkino","skalkinon"
"52655","gahugdai","gahugds"
"52656","witoda","witoş"
"52657","witoda","witoş"
"52658","witoda","witoş"
"52659","gudis","guş"
"52660","iş","iş"
"52661","leika","leikan"
"52662","leika","leik"
"52663","leika","leik"
"52664","leika","leik"
"52665","witoda","witoş"
"52666","witoda","witoş"
"52667","witoda","witoş"
"52668","frawaurhtais","frawaurhts"
"52669","ni","ni"
"52670","waiht","weihan"
"52671","waiht","waiht"
"52672","waiht","waiht"
"52673","şannu","şannu"
"52674","nu","nu"
"52675","nu","nu"
"52676","wargişos","wargişa"
"52677","wargişos","wargişa"
"52678","wargişos","wargişa"
"52679","şaim","sa"
"52680","şaim","sa"
"52681","şaim","sa"
"52682","in","in"
"52683","Xristau","Xristus"
"52684","Iesu","Iesus"
"52685","Iesu","Iesus"
"52686","Iesu","Iesus"
"52687","ni","ni"
"52688","gaggandam","gaggan"
"52689","gaggandam","gaggan"
"52690","bi","bi"
"52691","leika","leik"
"52692","leika","leikan"
"52693","leika","leik"
"52694","leika","leik"
"52695","unte","unte"
"52696","witoş","witoş"
"52697","witoş","witoş"
"52698","ahmins","ahma"
"52699","libainais","libains"
"52700","in","in"
"52701","Xristau","Xristus"
"52702","Iesu","Iesus"
"52703","Iesu","Iesus"
"52704","Iesu","Iesus"
"52705","frijana","freis"
"52706","brahta","briggan"
"52707","brahta","briggan"
"52708","mik","ik"
"52709","witodis","witoş"
"52710","frawaurhtais","frawaurhts"
"52711","jah","jah"
"52712","dauşaus","dauşus"
"52713","unte","unte"
"52714","şata","sa"
"52715","şata","sa"
"52716","unmahteigo","unmahteigs"
"52717","unmahteigo","unmahteigs"
"52718","unmahteigo","unmahteigs"
"52719","witodis","witoş"
"52720","in","in"
"52721","şammei","saei"
"52722","şammei","saei"
"52723","siuks","siuks"
"52724","was","wisan"
"52725","was","wisan"
"52726","was","wisan"
"52727","was","wisan"
"52728","was","wisan"
"52729","was","wisan"
"52730","şairh","şairh"
"52731","leik","leik"
"52732","leik","leik"
"52733","guş","guş"
"52734","guş","guş"
"52735","guş","guş"
"52736","seinana","seins"
"52737","sunu","sunus"
"52738","sunu","sunus"
"52739","insandjands","in-sandjan"
"52740","in","in"
"52741","galeikja","galeiki"
"52742","galeikja","galeiki"
"52743","galeikja","galeiki"
"52744","leikis","leik"
"52745","frawaurhtais","frawaurhts"
"52746","jah","jah"
"52747","bi","bi"
"52748","frawaurht","frawaurhts"
"52749","frawaurht","fra-waurkjan"
"52750","frawaurht","frawaurhts"
"52751","frawaurht","frawaurhts"
"52752","frawaurht","fra-waurkjan"
"52753","gawargida","ga-wargjan"
"52754","gawargida","ga-wargjan"
"52755","gawargida","ga-wargjan"
"52756","gawargida","ga-wargjan"
"52757","gawargida","ga-wargjan"
"52758","gawargida","ga-wargjan"
"52759","gawargida","ga-wargjan"
"52760","frawaurht","fra-waurkjan"
"52761","frawaurht","frawaurhts"
"52762","frawaurht","frawaurhts"
"52763","frawaurht","frawaurhts"
"52764","frawaurht","fra-waurkjan"
"52765","in","in"
"52766","leika","leikan"
"52767","leika","leik"
"52768","leika","leik"
"52769","leika","leik"
"52770","ei","ei"
"52771","garaihtei","garaihtei"
"52772","garaihtei","garaihtjan"
"52773","witodis","witoş"
"52774","usfulljaidau","us-fulljan"
"52775","usfulljaidau","us-fulljan"
"52776","in","in"
"52777","uns","ik"
"52778","uns","ik"
"52779","şaim","sa"
"52780","şaim","sa"
"52781","şaim","sa"
"52782","ni","ni"
"52783","bi","bi"
"52784","leika","leikan"
"52785","leika","leik"
"52786","leika","leik"
"52787","leika","leik"
"52788","gaggandam","gaggan"
"52789","gaggandam","gaggan"
"52790","ak","ak"
"52791","bi","bi"
"52792","ahmin","ahma"
"52793","unte","unte"
"52794","şai","sa"
"52795","bi","bi"
"52796","leika","leik"
"52797","leika","leik"
"52798","leika","leikan"
"52799","leika","leik"
"52800","wisandans","wisan"
"52801","wisandans","wisan"
"52802","wisandans","wisan"
"52803","wisandans","wisan"
"52804","wisandans","wisan"
"52805","wisandans","wisan"
"52806","şo","sa"
"52807","şo","sa"
"52808","şo","sa"
"52809","şoei","saei"
"52810","şoei","saei"
"52811","şoei","saei"
"52812","leikis","leik"
"52813","sind","wisan"
"52814","mitond","miton"
"52815","iş","iş"
"52816","şai","sa"
"52817","bi","bi"
"52818","ahmin","ahma"
"52819","şo","sa"
"52820","şo","sa"
"52821","şo","sa"
"52822","şoei","saei"
"52823","şoei","saei"
"52824","şoei","saei"
"52825","ahmins","ahma"
"52826","aşşan","aşşan"
"52827","fraşi","fraşi"
"52828","fraşi","fraşi"
"52829","leikis","leik"
"52830","dauşus","dauşus"
"52831","dauşus","dauşus"
"52832","iş","iş"
"52833","fraşi","fraşi"
"52834","fraşi","fraşi"
"52835","ahmins","ahma"
"52836","libains","libains"
"52837","jah","jah"
"52838","gawairşi","gawairşi"
"52839","gawairşi","gawairşi"
"52840","unte","unte"
"52841","fraşi","fraşi"
"52842","fraşi","fraşi"
"52843","leikis","leik"
"52844","fijands","fijands"
"52845","fijands","fijands"
"52846","fijands","fijan"
"52847","fijands","fijands"
"52848","du","du"
"52849","du","du"
"52850","du","du"
"52851","guda","guş"
"52852","guda","guş"
"52853","guda","guş"
"52854","witoda","witoş"
"52855","witoda","witoş"
"52856","witoda","witoş"
"52857","gudis","guş"
"52858","ni","ni"
"52859","ufhauseiş","uf-hausjan"
"52860","ufhauseiş","uf-hausjan"
"52861","ufhauseiş","uf-hausjan"
"52862","iş","iş"
"52863","ni","ni"
"52864","mag","magan"
"52865","mag","magan"
"52866","aşşan","aşşan"
"52867","şai","sa"
"52868","in","in"
"52869","leika","leikan"
"52870","leika","leik"
"52871","leika","leik"
"52872","leika","leik"
"52873","wisandans","wisan"
"52874","wisandans","wisan"
"52875","wisandans","wisan"
"52876","wisandans","wisan"
"52877","wisandans","wisan"
"52878","wisandans","wisan"
"52879","guda","guş"
"52880","guda","guş"
"52881","guda","guş"
"52882","galeikan","ga-leikan"
"52883","galeikan","galeiks"
"52884","galeikan","galeika"
"52885","ni","ni"
"52886","magun","magan"
"52887","iş","iş"
"52888","jus","şu"
"52889","ni","ni"
"52890","sijuş","wisan"
"52891","in","in"
"52892","leika","leik"
"52893","leika","leik"
"52894","leika","leikan"
"52895","leika","leik"
"52896","ak","ak"
"52897","in","in"
"52898","ahmin","ahma"
"52899","sweşauh","sweşauh"
"52900","jabai","jabai"
"52901","ahma","ahma"
"52902","gudis","guş"
"52903","bauiş","bauan"
"52904","in","in"
"52905","izwis","şu"
"52906","izwis","şu"
"52907","iş","iş"
"52908","jabai","jabai"
"52909","<U+0195>as","<U+0195>as"
"52910","ahman","ahma"
"52911","Xristaus","Xristus"
"52912","ni","ni"
"52913","habaiş","haban"
"52914","habaiş","haban"
"52915","habaiş","haban"
"52916","habaiş","haban"
"52917","habaiş","haban"
"52918","habaiş","haban"
"52919","sa","sa"
"52920","nist","nist"
"52921","is","wisan"
"52922","is","is"
"52923","is","is"
"52924","is","is"
"52925","jabai","jabai"
"52926","auk","auk"
"52927","Xristus","Xristus"
"52928","in","in"
"52929","izwis","şu"
"52930","izwis","şu"
"52931","leik","leik"
"52932","leik","leik"
"52933","raihtis","raihtis"
"52934","raihtis","raihts"
"52935","raihtis","raihts"
"52936","saei","saei"
"52937","ist","wisan"
"52938","in","in"
"52939","taihswon","taihswa"
"52940","taihswon","taihswa"
"52941","gudis","guş"
"52942","saei","saei"
"52943","jah","jah"
"52944","bidjiş","bidjan"
"52945","bidjiş","bidjan"
"52946","bidjiş","bidjan"
"52947","faur","faur"
"52948","faur","faur"
"52949","uns","ik"
"52950","uns","ik"
"52951","<U+0195>as","<U+0195>as"
"52952","uns","ik"
"52953","uns","ik"
"52954","afskaidai","af-skaidan"
"52955","af","af"
"52956","friaşwai","frijaşwa"
"52957","Xristaus","Xristus"
"52958","aglo","agls"
"52959","aglo","agls"
"52960","aglo","aglo"
"52961","aglo","agls"
"52962","şau","şau"
"52963","aggwişa","aggwişa"
"52964","aggwişa","aggwişa"
"52965","şau","şau"
"52966","wrakja","wrakjan"
"52967","wrakja","wrakja"
"52968","wrakja","wrakja"
"52969","şau","şau"
"52970","huhrus","huhrus"
"52971","şau","şau"
"52972","naqadei","naqadei"
"52973","şau","şau"
"52974","sleişei","sleişei"
"52975","şau","şau"
"52976","hairus","hairus"
"52977","swaswe","swaswe"
"52978","gameliş","ga-meljan"
"52979","gameliş","ga-meljan"
"52980","ist","wisan"
"52981","şatei","saei"
"52982","şatei","saei"
"52983","şatei","şatei"
"52984","in","in"
"52985","şuk","şu"
"52986","gadauşjanda","ga-dauşjan"
"52987","gadauşjanda","ga-dauşjan"
"52988","gadauşjanda","ga-dauşjan"
"52989","gadauşjanda","ga-dauşjan"
"52990","all","alls"
"52991","all","alls"
"52992","dagis","dags"
"52993","rahnidai","rahnjan"
"52994","rahnidai","rahnjan"
"52995","wesum","wisan"
"52996","wesum","wisan"
"52997","wesum","wisan"
"52998","swe","swe"
"52999","lamba","lamb"
"53000","lamba","lamb"
"53001","lamba","lamb"
"53002","slauhtais","slauhts"
"53003","akei","akei"
"53004","in","in"
"53005","şaim","sa"
"53006","şaim","sa"
"53007","şaim","sa"
"53008","allaim","alls"
"53009","allaim","alls"
"53010","allaim","alls"
"53011","jiukam","jiukan"
"53012","jiukam","jiukan"
"53013","şairh","şairh"
"53014","şana","sa"
"53015","frijondan","frijon"
"53016","uns","ik"
"53017","uns","ik"
"53018","gatraua","ga-trauan"
"53019","auk","auk"
"53020","şatei","şatei"
"53021","şatei","saei"
"53022","şatei","saei"
"53023","ni","ni"
"53024","dauşus","dauşus"
"53025","dauşus","dauşus"
"53026","ni","ni"
"53027","libains","libains"
"53028","nih","nih"
"53029","ni","ni"
"53030","reikja","reiks"
"53031","reikja","reiki"
"53032","reikja","reiki"
"53033","reikja","reiki"
"53034","reikja","reikeis"
"53035","reikja","reikeis"
"53036","reikja","reiks"
"53037","reikja","reiks"
"53038","reikja","reikeis"
"53039","reikja","reikeis"
"53040","reikja","reiks"
"53041","ni","ni"
"53042","mahteis","mahts"
"53043","nih","nih"
"53044","andwairşo","andwairşs"
"53045","andwairşo","andwairşs"
"53046","andwairşo","andwairşs"
"53047","nih","nih"
"53048","anawairşo","anawairşs"
"53049","anawairşo","anawairşs"
"53050","anawairşo","anawairşs"
"53051","nih","nih"
"53052","hauhişa","hauhişa"
"53053","hauhişa","hauhişa"
"53054","nih","nih"
"53055","diupişa","diupişa"
"53056","diupişa","diupişa"
"53057","nih","nih"
"53058","gaskafts","gaskafts"
"53059","anşara","anşar"
"53060","anşara","anşar"
"53061","anşara","anşar"
"53062","anşara","anşar"
"53063","magi","magan"
"53064","uns","ik"
"53065","uns","ik"
"53066","afskaidan","af-skaidan"
"53067","afskaidan","af-skaidan"
"53068","afskaidan","af-skaidan"
"53069","af","af"
"53070","friaşwai","frijaşwa"
"53071","gudis","guş"
"53072","şizai","sa"
"53073","in","in"
"53074","Xristau","Xristus"
"53075","Iesu","Iesus"
"53076","Iesu","Iesus"
"53077","Iesu","Iesus"
"53078","fraujin","frauja"
"53079","unsaramma","unsar"
"53080","unsaramma","unsar"
"53081","sunja","sunja"
"53082","sunja","sunjis"
"53083","sunja","sunja"
"53084","sunja","sunjis"
"53085","sunja","sunjis"
"53086","sunja","sunjis"
"53087","sunja","sunjis"
"53088","qişa","qişan"
"53089","ni","ni"
"53090","waiht","waiht"
"53091","waiht","waiht"
"53092","waiht","weihan"
"53093","liuga","liugan"
"53094","mişweitwodjandein","miş-weitwodjan"
"53095","mişweitwodjandein","miş-weitwodjan"
"53096","mis","ik"
"53097","mişwissein","mişwissei"
"53098","mişwissein","mişwissei"
"53099","meinai","meins"
"53100","meinai","meins"
"53101","in","in"
"53102","ahmin","ahma"
"53103","weihamma","weihs"
"53104","weihamma","weihs"
"53105","şatei","saei"
"53106","şatei","şatei"
"53107","şatei","saei"
"53108","saurga","saurga"
"53109","saurga","saurga"
"53110","saurga","saurgan"
"53111","mis","ik"
"53112","ist","wisan"
"53113","mikila","mikils"
"53114","mikila","mikils"
"53115","mikila","mikils"
"53116","mikila","mikils"
"53117","mikila","mikils"
"53118","jah","jah"
"53119","un<U+0195>eilo","un<U+0195>eila"
"53120","un<U+0195>eilo","un<U+0195>eila"
"53121","un<U+0195>eilo","un<U+0195>eila"
"53122","aglo","aglo"
"53123","aglo","agls"
"53124","aglo","agls"
"53125","aglo","agls"
"53126","hairtin","hairto"
"53127","meinamma","meins"
"53128","meinamma","meins"
"53129","usbida","us-bidan"
"53130","auk","auk"
"53131","anaşaima","anaşaima"
"53132","wisan","wisan"
"53133","wisan","wisan"
"53134","wisan","wisan"
"53135","wisan","wisan"
"53136","wisan","wisan"
"53137","wisan","wisan"
"53138","wisan","wisan"
"53139","silba","silba"
"53140","ik","ik"
"53141","af","af"
"53142","Xristau","Xristus"
"53143","faur","faur"
"53144","faur","faur"
"53145","broşruns","broşar"
"53146","meinans","meins"
"53147","şans","sa"
"53148","samakunjans","samakuns"
"53149","samakunjans","samakuns"
"53150","samakunjans","samakuns"
"53151","bi","bi"
"53152","leika","leik"
"53153","leika","leik"
"53154","leika","leik"
"53155","leika","leikan"
"53156","şaiei","saei"
"53157","sind","wisan"
"53158","Israeleitai","Israeleites"
"53159","şizeei","saei"
"53160","şizeei","saei"
"53161","ist","wisan"
"53162","frastisibja","frastisibja"
"53163","frastisibja","frastisibja"
"53164","jah","jah"
"53165","wulşus","wulşus"
"53166","jah","jah"
"53167","witodis","witoş"
"53168","garaideins","garaideins"
"53169","jah","jah"
"53170","triggwos","triggwa"
"53171","triggwos","triggws"
"53172","triggwos","triggwa"
"53173","triggwos","triggws"
"53174","triggwos","triggwa"
"53175","jah","jah"
"53176","skalkinassus","skalkinassus"
"53177","jah","jah"
"53178","gahaita","gahait"
"53179","gahaita","gahait"
"53180","gahaita","gahait"
"53181","gahaita","ga-haitan"
"53182","şizeei","saei"
"53183","şizeei","saei"
"53184","attans","atta"
"53185","attans","atta"
"53186","jah","jah"
"53187","us","us"
"53188","şaimei","saei"
"53189","şaimei","saei"
"53190","şaimei","saei"
"53191","Xristus","Xristus"
"53192","bi","bi"
"53193","leika","leik"
"53194","leika","leikan"
"53195","leika","leik"
"53196","leika","leik"
"53197","saei","saei"
"53198","ist","wisan"
"53199","ufar","ufar"
"53200","allaim","alls"
"53201","allaim","alls"
"53202","allaim","alls"
"53203","guş","guş"
"53204","guş","guş"
"53205","guş","guş"
"53206","şiuşişs","şiuşjan"
"53207","in","in"
"53208","aiwam","aiws"
"53209","amen","amen"
"53210","aşşan","aşşan"
"53211","sweşauh","sweşauh"
"53212","ni","ni"
"53213","usdraus","us-driusan"
"53214","usdraus","us-driusan"
"53215","waurd","waurd"
"53216","waurd","waurd"
"53217","gudis","guş"
"53218","ni","ni"
"53219","auk","auk"
"53220","allai","alls"
"53221","allai","alls"
"53222","şai","sa"
"53223","us","us"
"53224","Israela","Israel"
"53225","şai","sa"
"53226","sind","wisan"
"53227","Israel","Israel"
"53228","Israel","Israel"
"53229","Israel","Israel"
"53230","sijaina","wisan"
"53231","fraiw","fraiw"
"53232","fraiw","fraiw"
"53233","Abrahamis","Abraham"
"53234","allai","alls"
"53235","allai","alls"
"53236","barna","barn"
"53237","barna","barn"
"53238","barna","barn"
"53239","ak","ak"
"53240","in","in"
"53241","Isaka","Isak"
"53242","haitada","haitan"
"53243","haitada","haitan"
"53244","şus","şu"
"53245","fraiw","fraiw"
"53246","fraiw","fraiw"
"53247","ni","ni"
"53248","şo","sa"
"53249","şo","sa"
"53250","şo","sa"
"53251","barna","barn"
"53252","barna","barn"
"53253","barna","barn"
"53254","leikis","leik"
"53255","barna","barn"
"53256","barna","barn"
"53257","barna","barn"
"53258","gudis","guş"
"53259","ak","ak"
"53260","barna","barn"
"53261","barna","barn"
"53262","barna","barn"
"53263","gahaitis","gahait"
"53264","gahaitis","ga-haitan"
"53265","rahnjanda","rahnjan"
"53266","rahnjanda","rahnjan"
"53267","rahnjanda","rahnjan"
"53268","rahnjanda","rahnjan"
"53269","du","du"
"53270","du","du"
"53271","du","du"
"53272","fraiwa","fraiw"
"53273","fraiwa","fraiw"
"53274","fraiwa","fraiw"
"53275","gahaitis","ga-haitan"
"53276","gahaitis","gahait"
"53277","auk","auk"
"53278","waurd","waurd"
"53279","waurd","waurd"
"53280","bi","bi"
"53281","şamma","sa"
"53282","şamma","sa"
"53283","mela","mel"
"53284","mela","mel"
"53285","mela","mela"
"53286","mela","mel"
"53287","qima","qiman"
"53288","jah","jah"
"53289","wairşiş","wairşan"
"53290","wairşiş","wairşan"
"53291","wairşiş","wairşan"
"53292","Sarrin","Sarra"
"53293","sunus","sunus"
"53294","aşşan","aşşan"
"53295","ni","ni"
"53296","ak","ak"
"53297","jah","jah"
"53298","Raibaikka","Raibaikka"
"53299","us","us"
"53300","ainamma","ains"
"53301","ainamma","ains"
"53302","galigrja","galigri"
"53303","galigrja","galigri"
"53304","galigrja","galigri"
"53305","habandei","haban"
"53306","Isakis","Isak"
"53307","attins","atta"
"53308","unsaris","unsar"
"53309","unsaris","unsar"
"53310","aşşan","aşşan"
